Produto,Categoria do Produto,Quantidade,Preço Unitário,Nome da Loja,Forma de Pagamento,Estado da Loja,Cidade da Loja,Preço Total
Smartwatch,Informática,8,1014.34,Loja Sul,Crédito,RS,Belo Horizonte,8114.72
Teclado,Periféricos,2,4672.77,Loja Oeste,Crédito,BA,Rio de Janeiro,9345.54
Impressora,Informática,9,567.4,Loja Centro,Boleto,SP,São Paulo,5106.599999999999
Mouse,Eletrônicos,8,3661.38,Loja Oeste,Crédito,RJ,Belo Horizonte,29291.04
Laptop,Eletrônicos,9,3145.05,Loja Oeste,Boleto,SP,Rio de Janeiro,28305.45
Webcam,Acessórios,4,484.29,Loja Oeste,Crédito,RJ,São Paulo,1937.16
Mouse,Acessórios,9,1726.81,Loja Centro,Crédito,RS,Belo Horizonte,15541.289999999999
Webcam,Periféricos,2,792.16,Loja Leste,Crédito,MG,Porto Alegre,1584.32
Monitor,Acessórios,1,3042.27,Loja Sul,Crédito,MG,São Paulo,3042.27
Laptop,Acessórios,9,2411.71,Loja Oeste,Débito,RJ,Rio de Janeiro,21705.39
Headset,Periféricos,8,71.16,Loja Centro,Boleto,SP,São Paulo,569.28
Smartphone,Informática,7,4879.77,Loja Leste,Débito,MG,São Paulo,34158.39
Webcam,Acessórios,8,1780.44,Loja Centro,Débito,SP,Rio de Janeiro,14243.52
Laptop,Informática,1,1328.11,Loja Sul,Débito,BA,Porto Alegre,1328.11
Webcam,Eletrônicos,9,1151.09,Loja Centro,Débito,SP,São Paulo,10359.81
Webcam,Acessórios,9,836.14,Loja Norte,Crédito,BA,Rio de Janeiro,7525.26
Tablet,Eletrônicos,9,4995.73,Loja Norte,Crédito,BA,São Paulo,44961.56999999999
Tablet,Eletrônicos,6,1510.79,Loja Oeste,Débito,MG,Salvador,9064.74
Laptop,Informática,4,2057.29,Loja Centro,Débito,BA,Porto Alegre,8229.16
Tablet,Periféricos,2,4363.21,Loja Centro,Boleto,SP,Salvador,8726.42
Smartwatch,Acessórios,4,3227.34,Loja Oeste,Débito,RS,São Paulo,12909.36
Headset,Informática,7,1875.04,Loja Oeste,Crédito,SP,Porto Alegre,13125.279999999999
Impressora,Periféricos,1,4496.73,Loja Leste,Boleto,RJ,Rio de Janeiro,4496.73
Laptop,Eletrônicos,9,3761.13,Loja Centro,Débito,RJ,Salvador,33850.17
Laptop,Acessórios,3,1178.11,Loja Sul,Boleto,SP,Porto Alegre,3534.33
Smartwatch,Eletrônicos,4,3236.51,Loja Sul,Débito,RJ,Porto Alegre,12946.04
Teclado,Eletrônicos,5,4615.87,Loja Sul,Boleto,RS,São Paulo,23079.35
Teclado,Acessórios,3,2507.48,Loja Oeste,Boleto,RJ,Salvador,7522.4400000000005
Tablet,Periféricos,4,3681.38,Loja Oeste,Crédito,MG,Rio de Janeiro,14725.52
Impressora,Periféricos,5,4856.96,Loja Oeste,Boleto,RS,Belo Horizonte,24284.8
Tablet,Acessórios,1,3467.55,Loja Sul,Débito,MG,São Paulo,3467.55
Monitor,Acessórios,9,557.07,Loja Leste,Boleto,MG,Porto Alegre,5013.63
Monitor,Informática,4,1260.57,Loja Norte,Débito,RS,Salvador,5042.28
Smartphone,Informática,9,2995.73,Loja Centro,Débito,MG,Belo Horizonte,26961.57
Monitor,Eletrônicos,4,1414.0,Loja Norte,Crédito,RJ,Porto Alegre,5656.0
Teclado,Acessórios,1,4789.83,Loja Centro,Boleto,SP,Salvador,4789.83
Headset,Periféricos,5,2056.49,Loja Oeste,Crédito,RS,Salvador,10282.449999999999
Monitor,Eletrônicos,9,2313.29,Loja Sul,Débito,SP,Belo Horizonte,20819.61
Tablet,Eletrônicos,3,3522.93,Loja Norte,Boleto,RS,Porto Alegre,10568.789999999999
Webcam,Eletrônicos,5,2645.04,Loja Oeste,Boleto,RS,Belo Horizonte,13225.2
Laptop,Eletrônicos,3,1941.62,Loja Centro,Débito,MG,Rio de Janeiro,5824.86
Headset,Periféricos,3,429.36,Loja Norte,Crédito,SP,São Paulo,1288.08
Headset,Eletrônicos,1,3002.41,Loja Norte,Crédito,RJ,São Paulo,3002.41
Tablet,Acessórios,2,4344.52,Loja Norte,Boleto,SP,Rio de Janeiro,8689.04
Laptop,Informática,2,3444.52,Loja Norte,Crédito,RS,Porto Alegre,6889.04
Teclado,Periféricos,9,1938.4,Loja Norte,Boleto,RJ,Belo Horizonte,17445.600000000002
Headset,Acessórios,7,682.24,Loja Oeste,Crédito,MG,São Paulo,4775.68
Smartphone,Acessórios,8,4090.87,Loja Centro,Débito,RJ,Rio de Janeiro,32726.96
Tablet,Acessórios,2,4711.65,Loja Centro,Débito,RJ,Salvador,9423.3
Headset,Informática,9,1971.95,Loja Leste,Débito,SP,São Paulo,17747.55
Impressora,Informática,3,3656.78,Loja Sul,Boleto,RS,São Paulo,10970.34
Laptop,Informática,2,2083.28,Loja Norte,Boleto,RS,Rio de Janeiro,4166.56
Monitor,Acessórios,1,2536.22,Loja Centro,Débito,RS,Belo Horizonte,2536.22
Headset,Informática,9,4190.56,Loja Sul,Débito,BA,São Paulo,37715.04
Tablet,Eletrônicos,8,462.95,Loja Sul,Crédito,MG,Belo Horizonte,3703.6
Monitor,Informática,4,2675.16,Loja Oeste,Débito,SP,Rio de Janeiro,10700.64
Smartphone,Periféricos,7,1112.37,Loja Norte,Débito,RS,Salvador,7786.589999999999
Monitor,Acessórios,3,1732.04,Loja Leste,Débito,RJ,São Paulo,5196.12
Impressora,Acessórios,3,3239.92,Loja Sul,Boleto,BA,Belo Horizonte,9719.76
Teclado,Eletrônicos,4,184.78,Loja Oeste,Boleto,MG,Belo Horizonte,739.12
Headset,Informática,2,2989.43,Loja Norte,Débito,RS,Porto Alegre,5978.86
Mouse,Informática,4,1453.04,Loja Centro,Crédito,BA,Belo Horizonte,5812.16
Mouse,Periféricos,3,3363.95,Loja Leste,Crédito,MG,Belo Horizonte,10091.849999999999
Monitor,Eletrônicos,8,750.83,Loja Norte,Débito,RJ,Rio de Janeiro,6006.64
Smartwatch,Periféricos,2,3692.27,Loja Oeste,Boleto,BA,Belo Horizonte,7384.54
Laptop,Periféricos,9,3245.92,Loja Oeste,Débito,SP,Porto Alegre,29213.28
Mouse,Acessórios,3,4857.65,Loja Oeste,Crédito,MG,Salvador,14572.949999999999
Smartwatch,Acessórios,4,4560.62,Loja Oeste,Boleto,BA,Porto Alegre,18242.48
Mouse,Informática,3,1452.35,Loja Oeste,Boleto,BA,Salvador,4357.049999999999
Smartwatch,Informática,3,185.22,Loja Leste,Boleto,MG,São Paulo,555.66
Laptop,Periféricos,8,3294.07,Loja Sul,Débito,BA,Salvador,26352.56
Webcam,Informática,8,3034.29,Loja Sul,Débito,BA,Salvador,24274.32
Mouse,Periféricos,6,185.77,Loja Centro,Débito,MG,Porto Alegre,1114.6200000000001
Impressora,Informática,4,657.25,Loja Sul,Crédito,RJ,Rio de Janeiro,2629.0
Headset,Informática,1,2944.27,Loja Oeste,Boleto,SP,Rio de Janeiro,2944.27
Smartwatch,Acessórios,4,4563.54,Loja Sul,Boleto,MG,Salvador,18254.16
Headset,Acessórios,8,4537.18,Loja Sul,Crédito,RS,Porto Alegre,36297.44
Tablet,Acessórios,6,799.85,Loja Oeste,Crédito,BA,Rio de Janeiro,4799.1
Tablet,Acessórios,2,1953.64,Loja Leste,Boleto,SP,Rio de Janeiro,3907.28
Laptop,Eletrônicos,3,263.85,Loja Oeste,Boleto,SP,Porto Alegre,791.5500000000001
Smartwatch,Acessórios,7,2372.9,Loja Sul,Crédito,MG,Salvador,16610.3
Smartphone,Eletrônicos,4,3777.76,Loja Sul,Débito,RS,São Paulo,15111.04
Tablet,Acessórios,4,3960.36,Loja Centro,Débito,RS,Porto Alegre,15841.44
Laptop,Informática,5,2520.0,Loja Oeste,Débito,RJ,Porto Alegre,12600.0
Tablet,Periféricos,8,524.55,Loja Centro,Crédito,RS,Porto Alegre,4196.4
Tablet,Informática,7,1937.75,Loja Centro,Boleto,MG,Salvador,13564.25
Smartphone,Informática,9,4663.9,Loja Norte,Crédito,SP,Salvador,41975.1
Mouse,Eletrônicos,5,1186.58,Loja Centro,Débito,SP,Porto Alegre,5932.9
Monitor,Acessórios,1,1632.78,Loja Sul,Débito,RS,Rio de Janeiro,1632.78
Webcam,Periféricos,4,3746.79,Loja Sul,Débito,BA,São Paulo,14987.16
Tablet,Periféricos,6,3681.22,Loja Norte,Crédito,RJ,Belo Horizonte,22087.32
Tablet,Acessórios,6,4565.4,Loja Norte,Crédito,RS,Porto Alegre,27392.399999999998
Impressora,Eletrônicos,9,1971.19,Loja Oeste,Débito,MG,Porto Alegre,17740.71
Webcam,Eletrônicos,5,2597.26,Loja Norte,Débito,RJ,Salvador,12986.300000000001
Smartphone,Eletrônicos,5,2363.59,Loja Leste,Boleto,RS,Salvador,11817.95
Headset,Periféricos,6,4642.37,Loja Sul,Crédito,RJ,Belo Horizonte,27854.22
Smartwatch,Eletrônicos,6,3858.19,Loja Sul,Boleto,BA,Salvador,23149.14
Tablet,Eletrônicos,3,4165.64,Loja Norte,Débito,MG,Salvador,12496.920000000002
Monitor,Periféricos,6,708.84,Loja Norte,Débito,RS,Rio de Janeiro,4253.04
Smartwatch,Periféricos,8,3969.64,Loja Sul,Débito,SP,São Paulo,31757.12
Webcam,Informática,6,2193.24,Loja Norte,Boleto,MG,Rio de Janeiro,13159.439999999999
Smartwatch,Periféricos,5,165.53,Loja Oeste,Crédito,BA,Porto Alegre,827.65
Mouse,Acessórios,3,347.44,Loja Norte,Crédito,BA,Rio de Janeiro,1042.32
Tablet,Periféricos,1,3405.64,Loja Norte,Boleto,SP,Belo Horizonte,3405.64
Smartwatch,Periféricos,5,1891.46,Loja Oeste,Crédito,MG,Rio de Janeiro,9457.3
Headset,Eletrônicos,6,4347.17,Loja Oeste,Boleto,RS,Salvador,26083.02
Headset,Informática,6,3684.65,Loja Oeste,Boleto,SP,Belo Horizonte,22107.9
Tablet,Eletrônicos,6,157.32,Loja Sul,Crédito,RS,Belo Horizonte,943.92
Teclado,Informática,3,3450.1,Loja Norte,Crédito,RJ,Porto Alegre,10350.3
Headset,Eletrônicos,4,1002.14,Loja Oeste,Boleto,RS,Porto Alegre,4008.56
Smartwatch,Acessórios,3,2141.78,Loja Oeste,Crédito,RJ,Salvador,6425.34
Laptop,Eletrônicos,2,3142.44,Loja Sul,Crédito,RS,São Paulo,6284.88
Headset,Eletrônicos,8,4369.95,Loja Leste,Boleto,RJ,Belo Horizonte,34959.6
Webcam,Acessórios,7,2307.68,Loja Norte,Débito,MG,Salvador,16153.759999999998
Teclado,Acessórios,8,4052.03,Loja Leste,Boleto,BA,Porto Alegre,32416.24
Smartwatch,Periféricos,6,3925.68,Loja Leste,Crédito,MG,Porto Alegre,23554.079999999998
Smartphone,Eletrônicos,7,2101.97,Loja Oeste,Débito,SP,São Paulo,14713.789999999999
Impressora,Acessórios,1,2529.85,Loja Sul,Crédito,MG,Belo Horizonte,2529.85
Smartphone,Acessórios,5,3517.4,Loja Norte,Boleto,MG,Belo Horizonte,17587.0
Mouse,Periféricos,4,204.18,Loja Norte,Boleto,BA,Salvador,816.72
Impressora,Informática,3,4459.52,Loja Norte,Boleto,MG,São Paulo,13378.560000000001
Mouse,Acessórios,2,3860.59,Loja Leste,Débito,SP,Rio de Janeiro,7721.18
Impressora,Acessórios,9,1284.61,Loja Centro,Crédito,MG,Salvador,11561.49
Impressora,Eletrônicos,8,4906.84,Loja Sul,Débito,MG,Belo Horizonte,39254.72
Laptop,Periféricos,2,937.98,Loja Centro,Boleto,MG,Salvador,1875.96
Monitor,Eletrônicos,6,4574.73,Loja Leste,Crédito,MG,Salvador,27448.379999999997
Webcam,Informática,3,1656.14,Loja Oeste,Boleto,BA,Salvador,4968.42
Smartphone,Periféricos,3,3827.58,Loja Centro,Crédito,BA,Salvador,11482.74
Headset,Eletrônicos,5,2309.06,Loja Centro,Débito,SP,Belo Horizonte,11545.3
Smartwatch,Acessórios,7,3695.51,Loja Sul,Débito,SP,São Paulo,25868.57
Teclado,Acessórios,7,821.13,Loja Leste,Débito,SP,São Paulo,5747.91
Webcam,Periféricos,1,1384.06,Loja Sul,Débito,MG,Porto Alegre,1384.06
Mouse,Acessórios,7,544.3,Loja Oeste,Crédito,RS,Porto Alegre,3810.0999999999995
Laptop,Eletrônicos,7,4332.46,Loja Norte,Crédito,MG,Rio de Janeiro,30327.22
Mouse,Periféricos,6,1516.65,Loja Leste,Débito,RS,São Paulo,9099.900000000001
Monitor,Acessórios,6,3487.66,Loja Oeste,Débito,SP,Salvador,20925.96
Teclado,Acessórios,2,4110.09,Loja Oeste,Crédito,MG,Porto Alegre,8220.18
Laptop,Informática,3,4512.02,Loja Centro,Boleto,SP,Salvador,13536.060000000001
Mouse,Informática,3,576.17,Loja Sul,Débito,BA,Rio de Janeiro,1728.5099999999998
Monitor,Periféricos,3,4470.42,Loja Centro,Crédito,SP,São Paulo,13411.26
Smartwatch,Informática,2,1026.4,Loja Centro,Débito,MG,Belo Horizonte,2052.8
Smartwatch,Eletrônicos,9,3697.66,Loja Norte,Crédito,BA,Rio de Janeiro,33278.94
Mouse,Acessórios,6,3657.8,Loja Sul,Débito,BA,Belo Horizonte,21946.800000000003
Webcam,Acessórios,2,92.09,Loja Norte,Débito,RS,São Paulo,184.18
Teclado,Acessórios,3,1142.09,Loja Oeste,Boleto,RJ,Belo Horizonte,3426.2699999999995
Tablet,Periféricos,6,2484.95,Loja Norte,Boleto,BA,São Paulo,14909.699999999999
Webcam,Periféricos,4,2129.17,Loja Oeste,Boleto,RJ,Salvador,8516.68
Smartwatch,Informática,7,4596.94,Loja Centro,Boleto,SP,Rio de Janeiro,32178.579999999998
Teclado,Acessórios,6,1830.72,Loja Norte,Débito,SP,Salvador,10984.32
Monitor,Acessórios,6,4688.07,Loja Sul,Débito,BA,São Paulo,28128.42
Laptop,Acessórios,3,2324.18,Loja Norte,Boleto,RS,São Paulo,6972.539999999999
Impressora,Acessórios,8,4823.55,Loja Oeste,Boleto,SP,Salvador,38588.4
Mouse,Acessórios,9,3699.91,Loja Leste,Débito,RJ,Salvador,33299.19
Smartphone,Eletrônicos,6,4155.21,Loja Sul,Crédito,BA,Salvador,24931.260000000002
Teclado,Acessórios,2,569.14,Loja Oeste,Boleto,BA,Rio de Janeiro,1138.28
Headset,Eletrônicos,1,2951.4,Loja Leste,Crédito,RS,Rio de Janeiro,2951.4
Monitor,Acessórios,3,756.37,Loja Sul,Débito,BA,São Paulo,2269.11
Tablet,Periféricos,3,1523.22,Loja Leste,Crédito,MG,Porto Alegre,4569.66
Impressora,Periféricos,8,3136.65,Loja Centro,Boleto,RJ,Salvador,25093.2
Headset,Eletrônicos,5,3644.82,Loja Centro,Boleto,MG,Belo Horizonte,18224.100000000002
Tablet,Acessórios,1,243.96,Loja Norte,Boleto,MG,Belo Horizonte,243.96
Smartphone,Periféricos,4,2678.17,Loja Norte,Boleto,RJ,Belo Horizonte,10712.68
Smartwatch,Periféricos,7,2848.3,Loja Norte,Boleto,BA,Salvador,19938.100000000002
Webcam,Acessórios,5,440.2,Loja Norte,Débito,BA,Porto Alegre,2201.0
Mouse,Acessórios,6,2528.41,Loja Leste,Crédito,MG,Porto Alegre,15170.46
Laptop,Periféricos,4,3583.52,Loja Sul,Débito,RJ,Rio de Janeiro,14334.08
Tablet,Acessórios,2,313.48,Loja Sul,Débito,SP,Porto Alegre,626.96
Impressora,Informática,9,3813.33,Loja Norte,Débito,RJ,Belo Horizonte,34319.97
Teclado,Acessórios,2,2903.31,Loja Centro,Crédito,MG,Belo Horizonte,5806.62
Smartwatch,Periféricos,2,4174.47,Loja Oeste,Crédito,RJ,Salvador,8348.94
Teclado,Periféricos,2,1129.41,Loja Norte,Débito,RJ,Rio de Janeiro,2258.82
Impressora,Eletrônicos,1,4174.7,Loja Norte,Crédito,SP,São Paulo,4174.7
Teclado,Informática,3,518.08,Loja Centro,Débito,RS,Rio de Janeiro,1554.2400000000002
Tablet,Periféricos,6,2048.96,Loja Oeste,Débito,RS,São Paulo,12293.76
Monitor,Informática,7,1037.45,Loja Leste,Boleto,SP,Rio de Janeiro,7262.150000000001
Teclado,Acessórios,1,4386.3,Loja Leste,Crédito,RJ,Porto Alegre,4386.3
Webcam,Periféricos,5,3539.35,Loja Oeste,Boleto,MG,Rio de Janeiro,17696.75
Smartphone,Eletrônicos,5,175.54,Loja Oeste,Débito,SP,Salvador,877.6999999999999
Laptop,Periféricos,1,97.14,Loja Leste,Débito,RS,São Paulo,97.14
Tablet,Eletrônicos,4,1491.68,Loja Norte,Débito,RS,Porto Alegre,5966.72
Headset,Informática,1,759.25,Loja Norte,Boleto,SP,Porto Alegre,759.25
Impressora,Eletrônicos,1,3170.01,Loja Centro,Boleto,RJ,Rio de Janeiro,3170.01
Smartwatch,Acessórios,7,3335.79,Loja Oeste,Débito,BA,Porto Alegre,23350.53
Tablet,Acessórios,7,4712.66,Loja Norte,Boleto,MG,Belo Horizonte,32988.619999999995
Monitor,Acessórios,3,4762.6,Loja Norte,Débito,BA,Belo Horizonte,14287.800000000001
Smartwatch,Periféricos,7,3311.54,Loja Centro,Débito,MG,Belo Horizonte,23180.78
Webcam,Acessórios,3,78.09,Loja Oeste,Boleto,BA,Rio de Janeiro,234.27
Impressora,Acessórios,2,1827.04,Loja Centro,Crédito,BA,São Paulo,3654.08
Smartwatch,Periféricos,4,2590.05,Loja Centro,Débito,MG,Rio de Janeiro,10360.2
Teclado,Informática,3,2520.94,Loja Leste,Débito,MG,Salvador,7562.82
Tablet,Acessórios,7,3036.54,Loja Centro,Boleto,RS,Porto Alegre,21255.78
Smartphone,Acessórios,1,4804.73,Loja Oeste,Boleto,RJ,Belo Horizonte,4804.73
Impressora,Periféricos,6,4431.7,Loja Norte,Boleto,RJ,Rio de Janeiro,26590.199999999997
Mouse,Informática,2,589.09,Loja Norte,Débito,RS,Rio de Janeiro,1178.18
Webcam,Informática,8,1366.6,Loja Leste,Crédito,BA,Porto Alegre,10932.8
Laptop,Informática,5,4173.89,Loja Oeste,Crédito,MG,Rio de Janeiro,20869.45
Impressora,Periféricos,3,4130.32,Loja Norte,Crédito,SP,Belo Horizonte,12390.96
Monitor,Eletrônicos,7,1413.09,Loja Centro,Débito,BA,Porto Alegre,9891.63
Tablet,Eletrônicos,2,3666.41,Loja Sul,Boleto,RJ,São Paulo,7332.82
Teclado,Acessórios,5,3376.59,Loja Sul,Crédito,MG,Belo Horizonte,16882.95
Laptop,Acessórios,8,2393.94,Loja Sul,Crédito,RS,Salvador,19151.52
Laptop,Acessórios,1,1047.2,Loja Sul,Crédito,BA,Salvador,1047.2
Webcam,Eletrônicos,1,4448.78,Loja Centro,Débito,SP,Porto Alegre,4448.78
Smartwatch,Periféricos,3,3405.36,Loja Norte,Boleto,BA,Belo Horizonte,10216.08
Monitor,Acessórios,3,886.51,Loja Leste,Boleto,RS,Belo Horizonte,2659.5299999999997
Smartwatch,Periféricos,7,3538.77,Loja Centro,Boleto,SP,Belo Horizonte,24771.39
Teclado,Acessórios,6,3720.1,Loja Norte,Boleto,BA,Salvador,22320.6
Laptop,Periféricos,7,4440.06,Loja Oeste,Crédito,RS,Porto Alegre,31080.420000000002
Monitor,Periféricos,4,1153.05,Loja Norte,Boleto,BA,Salvador,4612.2
Monitor,Eletrônicos,2,4944.33,Loja Norte,Crédito,MG,Rio de Janeiro,9888.66
Headset,Periféricos,2,809.3,Loja Norte,Débito,BA,São Paulo,1618.6
Tablet,Informática,1,3023.41,Loja Centro,Débito,RS,Salvador,3023.41
Laptop,Eletrônicos,9,3303.02,Loja Norte,Débito,RJ,Porto Alegre,29727.18
Laptop,Acessórios,7,2123.82,Loja Norte,Boleto,RS,Salvador,14866.740000000002
Monitor,Eletrônicos,3,2401.44,Loja Oeste,Boleto,BA,Rio de Janeiro,7204.32
Smartwatch,Informática,2,4460.0,Loja Oeste,Crédito,MG,Rio de Janeiro,8920.0
Laptop,Informática,3,3244.11,Loja Sul,Boleto,RJ,Rio de Janeiro,9732.33
Monitor,Periféricos,7,2510.15,Loja Centro,Débito,RS,Rio de Janeiro,17571.05
Laptop,Informática,5,685.33,Loja Norte,Boleto,RJ,São Paulo,3426.65
Monitor,Informática,3,86.32,Loja Sul,Crédito,MG,Belo Horizonte,258.96
Headset,Informática,9,668.59,Loja Sul,Débito,SP,Rio de Janeiro,6017.31
Tablet,Informática,2,4783.11,Loja Centro,Débito,RJ,São Paulo,9566.22
Monitor,Acessórios,7,3832.23,Loja Sul,Crédito,RS,Salvador,26825.61
Laptop,Acessórios,6,4837.23,Loja Sul,Débito,MG,Rio de Janeiro,29023.379999999997
Teclado,Eletrônicos,6,226.76,Loja Centro,Crédito,RS,Salvador,1360.56
Tablet,Periféricos,7,3417.09,Loja Leste,Crédito,MG,Salvador,23919.63
Headset,Acessórios,6,269.25,Loja Sul,Boleto,RS,Porto Alegre,1615.5
Monitor,Informática,2,3921.18,Loja Oeste,Débito,MG,São Paulo,7842.36
Teclado,Periféricos,5,1935.7,Loja Sul,Boleto,BA,São Paulo,9678.5
Monitor,Acessórios,3,524.04,Loja Centro,Boleto,RS,Rio de Janeiro,1572.12
Smartwatch,Eletrônicos,9,2861.83,Loja Centro,Crédito,MG,Rio de Janeiro,25756.47
Laptop,Informática,8,1436.59,Loja Leste,Crédito,SP,Rio de Janeiro,11492.72
Impressora,Periféricos,2,3314.89,Loja Leste,Boleto,MG,São Paulo,6629.78
Webcam,Acessórios,1,3307.97,Loja Oeste,Crédito,SP,Salvador,3307.97
Smartphone,Periféricos,4,3539.79,Loja Oeste,Débito,RJ,Salvador,14159.16
Smartwatch,Acessórios,4,4962.7,Loja Sul,Débito,MG,Rio de Janeiro,19850.8
Teclado,Eletrônicos,2,1964.15,Loja Leste,Boleto,RJ,Salvador,3928.3
Smartwatch,Informática,7,2353.31,Loja Oeste,Débito,RJ,Rio de Janeiro,16473.17
Mouse,Eletrônicos,3,4032.83,Loja Sul,Boleto,BA,Belo Horizonte,12098.49
Monitor,Informática,7,2912.93,Loja Norte,Débito,MG,Salvador,20390.51
Monitor,Informática,7,234.42,Loja Sul,Crédito,BA,São Paulo,1640.9399999999998
Smartphone,Periféricos,1,4223.24,Loja Oeste,Débito,BA,Porto Alegre,4223.24
Smartphone,Acessórios,6,304.92,Loja Sul,Crédito,RJ,São Paulo,1829.52
Mouse,Eletrônicos,4,895.56,Loja Norte,Boleto,RS,São Paulo,3582.24
Laptop,Eletrônicos,8,555.3,Loja Oeste,Débito,RJ,Porto Alegre,4442.4
Webcam,Eletrônicos,8,435.74,Loja Sul,Crédito,RJ,Rio de Janeiro,3485.92
Impressora,Periféricos,3,177.14,Loja Oeste,Crédito,SP,Salvador,531.42
Impressora,Periféricos,4,322.39,Loja Sul,Boleto,RS,São Paulo,1289.56
Headset,Periféricos,1,2240.07,Loja Centro,Boleto,RJ,Salvador,2240.07
Headset,Informática,2,1301.62,Loja Oeste,Débito,RS,Porto Alegre,2603.24
Laptop,Eletrônicos,7,676.36,Loja Oeste,Débito,SP,Porto Alegre,4734.52
Headset,Informática,7,3310.59,Loja Oeste,Débito,RS,Salvador,23174.13
Headset,Eletrônicos,9,1169.25,Loja Oeste,Crédito,MG,Salvador,10523.25
Mouse,Eletrônicos,9,143.8,Loja Sul,Boleto,SP,Porto Alegre,1294.2
Mouse,Acessórios,9,2121.18,Loja Leste,Débito,RS,Rio de Janeiro,19090.62
Headset,Eletrônicos,6,1586.64,Loja Sul,Débito,BA,Salvador,9519.84
Smartwatch,Periféricos,8,1627.09,Loja Norte,Crédito,RS,Belo Horizonte,13016.72
Tablet,Periféricos,9,2254.09,Loja Centro,Débito,SP,Belo Horizonte,20286.81
Tablet,Periféricos,7,3361.12,Loja Sul,Crédito,BA,Salvador,23527.84
Laptop,Acessórios,4,3101.57,Loja Sul,Crédito,RS,São Paulo,12406.28
Impressora,Acessórios,4,4689.44,Loja Oeste,Boleto,RS,Porto Alegre,18757.76
Smartphone,Informática,6,2612.7,Loja Norte,Crédito,SP,Rio de Janeiro,15676.199999999999
Laptop,Eletrônicos,4,2389.22,Loja Oeste,Boleto,BA,Belo Horizonte,9556.88
Headset,Eletrônicos,7,1106.4,Loja Oeste,Crédito,BA,Belo Horizonte,7744.800000000001
Mouse,Periféricos,8,3789.14,Loja Leste,Boleto,RS,São Paulo,30313.12
Monitor,Periféricos,8,746.84,Loja Centro,Crédito,MG,Salvador,5974.72
Smartwatch,Periféricos,8,2481.11,Loja Leste,Débito,SP,São Paulo,19848.88
Teclado,Periféricos,2,2135.54,Loja Oeste,Boleto,SP,Rio de Janeiro,4271.08
Mouse,Periféricos,2,3308.59,Loja Centro,Boleto,RJ,Salvador,6617.18
Tablet,Periféricos,2,4592.23,Loja Sul,Crédito,BA,Belo Horizonte,9184.46
Mouse,Eletrônicos,2,4735.65,Loja Norte,Débito,BA,Belo Horizonte,9471.3
Smartwatch,Acessórios,4,880.61,Loja Leste,Débito,RJ,Porto Alegre,3522.44
Smartphone,Periféricos,5,1346.0,Loja Norte,Boleto,RS,Rio de Janeiro,6730.0
Headset,Eletrônicos,4,4067.59,Loja Oeste,Débito,RS,Belo Horizonte,16270.36
Monitor,Periféricos,5,2615.48,Loja Centro,Débito,SP,São Paulo,13077.4
Tablet,Informática,4,2292.52,Loja Sul,Crédito,RS,Belo Horizonte,9170.08
Tablet,Informática,7,3567.6,Loja Centro,Débito,MG,São Paulo,24973.2
Webcam,Eletrônicos,1,3029.53,Loja Norte,Débito,MG,São Paulo,3029.53
Impressora,Acessórios,1,4855.03,Loja Norte,Débito,MG,Salvador,4855.03
Smartphone,Informática,2,2940.67,Loja Sul,Débito,RJ,Salvador,5881.34
Tablet,Informática,1,2356.57,Loja Sul,Crédito,MG,Belo Horizonte,2356.57
Impressora,Acessórios,3,2736.95,Loja Centro,Crédito,RJ,Belo Horizonte,8210.849999999999
Tablet,Informática,6,4052.27,Loja Leste,Débito,SP,São Paulo,24313.62
Headset,Periféricos,6,3082.74,Loja Centro,Crédito,SP,Salvador,18496.44
Impressora,Acessórios,1,3252.89,Loja Norte,Boleto,MG,Belo Horizonte,3252.89
Smartwatch,Informática,6,4858.62,Loja Centro,Crédito,RJ,Salvador,29151.72
Webcam,Acessórios,5,3111.06,Loja Oeste,Crédito,MG,Rio de Janeiro,15555.3
Headset,Periféricos,7,1932.41,Loja Centro,Crédito,RS,São Paulo,13526.87
Smartwatch,Informática,6,3472.06,Loja Centro,Boleto,RJ,Salvador,20832.36
Monitor,Eletrônicos,7,3314.32,Loja Oeste,Boleto,RJ,Belo Horizonte,23200.24
Smartphone,Informática,2,118.55,Loja Norte,Boleto,RJ,São Paulo,237.1
Smartphone,Informática,1,2363.28,Loja Sul,Crédito,RJ,Porto Alegre,2363.28
Teclado,Periféricos,7,3727.37,Loja Centro,Boleto,RS,São Paulo,26091.59
Teclado,Eletrônicos,9,2520.26,Loja Leste,Boleto,MG,Rio de Janeiro,22682.340000000004
Impressora,Eletrônicos,2,3909.12,Loja Sul,Crédito,SP,São Paulo,7818.24
Smartphone,Eletrônicos,7,2281.87,Loja Leste,Débito,BA,Salvador,15973.09
Impressora,Periféricos,3,4917.44,Loja Centro,Crédito,BA,Salvador,14752.32
Teclado,Periféricos,6,1499.81,Loja Leste,Crédito,RJ,Belo Horizonte,8998.86
